Allergy_Free_Text_Description	Mention	Use Count	DECISION	Comment	RxNorm_CUI	RxNorm_Name	RxNorm_Semantic_Group_Abbreviation	RxNorm_Semantic_Group_Name	NDFRT_Code	NDFRT_Full_Name	NDFRT_Semantic_Group_Abbreviation	NDFRT_Semantic_Group_Name	UNII_Code	UNII_Display_Name
Red dye on make-up	Red dye on make-up	1	Map						N0000175533	Dyes [MoA]	PHYS	Physiology		
Red Food Coloring	Red Food Coloring	1	Map						N0000175533	Dyes [MoA]	PHYS	Physiology		
RED FOOD DYE	RED FOOD DYE	2	Map						N0000175533	Dyes [MoA]	PHYS	Physiology		
red meat	red meat	1	Text annotation only											
red wheat	red wheat	1	Map	Suggest adding text annotation	1441652	Wheat preparation	CHEM	Chemicals & Drugs	N0000022803	WHEAT	CHEM	Chemicals & Drugs	4J2I0SN84Y	WHEAT
red wine	red wine	1	Map	Suggest adding text annotation					N0000036013	WINE	OBJC	Objects	13TE483N5I	WINE
red/cherry yoplait yogurt	red/cherry yoplait yogurt	1	Text annotation only											
red/yellow dye	red dye	1	Map						N0000175533	Dyes [MoA]	PHYS	Physiology		
red/yellow dye	yellow dye	1	Map						N0000175533	Dyes [MoA]	PHYS	Physiology		
red-orange food dye	orange food dye	1	Map	Suggest adding text annotation					N0000175533	Dyes [MoA]	PHYS	Physiology		
red-orange food dye	red food dye	1	Map						N0000175533	Dyes [MoA]	PHYS	Physiology		
redux	redux	1	Map		3268	Dexfenfluramine	CHEM	Chemicals & Drugs	N0000006840	Dexfenfluramine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	E35R3G56OV	DEXFENFLURAMINE
refined sugar	refined sugar	1	Map		10159	Sucrose	CHEM	Chemicals & Drugs	N0000006170	Sucrose [Chemical/Ingredient]	CHEM	Chemicals & Drugs	C151H8M554	SUCROSE
refried beans	refried beans	1	Map	Close map	1370773	Bean extract	CHEM	Chemicals & Drugs					8WB9PV3YW5	BEAN
reglan	reglan	17	Map		6915	Metoclopramide	CHEM	Chemicals & Drugs	N0000005745	Metoclopramide [Chemical/Ingredient]	CHEM	Chemicals & Drugs	W1792A2RVD	METOCLOPRAMIDE HYDROCHLORIDE
reglan, dilantin	reglan	1	Map		6915	Metoclopramide	CHEM	Chemicals & Drugs	N0000005745	Metoclopramide [Chemical/Ingredient]	CHEM	Chemicals & Drugs	W1792A2RVD	METOCLOPRAMIDE HYDROCHLORIDE
reglan, dilantin	reglan	1	Map		8183	Phenytoin	CHEM	Chemicals & Drugs	N0000006023	Phenytoin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	W1792A2RVD	METOCLOPRAMIDE HYDROCHLORIDE
regonal	regonal	1	Map		6915	Metoclopramide	CHEM	Chemicals & Drugs	N0000005745	Metoclopramide [Chemical/Ingredient]	CHEM	Chemicals & Drugs	L4YEB44I46	METOCLOPRAMIDE
remacaid	remacaid	1	Map		191831	infliximab	CHEM	Chemicals & Drugs	N0000010531	Infliximab [Chemical/Ingredient]	CHEM	Chemicals & Drugs	B72HH48FLU	INFLIXIMAB
Remeron	Remeron	1	Map		15996	Mirtazapine	CHEM	Chemicals & Drugs	N0000006992	mirtazapine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	A051Q2099Q	MIRTAZAPINE
REMICADE	REMICADE	1	Map		191831	infliximab	CHEM	Chemicals & Drugs	N0000010531	Infliximab [Chemical/Ingredient]	CHEM	Chemicals & Drugs	B72HH48FLU	INFLIXIMAB
remicaid	remicaid	1	Map		191831	infliximab	CHEM	Chemicals & Drugs	N0000010531	Infliximab [Chemical/Ingredient]	CHEM	Chemicals & Drugs	B72HH48FLU	INFLIXIMAB
remicaide	remicaide	1	Map		191831	infliximab	CHEM	Chemicals & Drugs	N0000010531	Infliximab [Chemical/Ingredient]	CHEM	Chemicals & Drugs	B72HH48FLU	INFLIXIMAB
reminyl	reminyl	1	Map		4637	Galantamine	CHEM	Chemicals & Drugs	N0000004833	Galantamine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	MJ4PTD2VVW	GALANTAMINE HYDROBROMIDE
remiron	remiron	1	Map		15996	Mirtazapine	CHEM	Chemicals & Drugs	N0000006992	mirtazapine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	A051Q2099Q	MIRTAZAPINE
respiridol	respiridol	1	Map		35636	Risperidone	CHEM	Chemicals & Drugs	N0000005949	Risperidone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	L6UH7ZF8HC	RISPERIDONE
rh negative	rh negative	1	Text annotation only											
rhinocort	rhinocort	1	Map		19831	Budesonide	CHEM	Chemicals & Drugs	N0000005806	Budesonide [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Q3OKS62Q6X	BUDESONIDE
rhinotuss	rhinotuss	1	Map	Meaning unclear	466513	carbetapentane / Chlorpheniramine / Ephedrine / Phenylephrine	CHEM	Chemicals & Drugs	N0000020383	CARBETAPENTANE/CHLORPHENIRAMINE/EPHEDRINE/PHENYLEPHRINE	CHEM	Chemicals & Drugs		
RICE	RICE	2	Map		901337	rice allergenic extract	CHEM	Chemicals & Drugs	N0000022817	RICE	CHEM	Chemicals & Drugs	A195V20H7A	WHITE RICE
rice, beef, eggs	beef	1	Map		892599	beef allergenic extract	CHEM	Chemicals & Drugs	N0000022636	BEEF	CHEM	Chemicals & Drugs	4PIB2155QP	BEEF
rice, beef, eggs	eggs	1	Map		1315115	egg extract	CHEM	Chemicals & Drugs	N0000022610	EGG	CHEM	Chemicals & Drugs	291P45F896	EGG
rice, beef, eggs	rice	1	Map		901337	rice allergenic extract	CHEM	Chemicals & Drugs	N0000022817	RICE	CHEM	Chemicals & Drugs	A195V20H7A	WHITE RICE
rice, peanuts	peanuts	1	Map		891658	peanut allergenic extract	CHEM	Chemicals & Drugs	N0000023025	PEANUT	CHEM	Chemicals & Drugs	QE1QX6B99R	PEANUT
rice, peanuts	rice	1	Map		901337	rice allergenic extract	CHEM	Chemicals & Drugs	N0000022817	RICE	CHEM	Chemicals & Drugs	A195V20H7A	WHITE RICE
RIFANTHIN	RIFANTHIN	1	Map		9384	Rifampin	CHEM	Chemicals & Drugs	N0000006026	Rifampin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	VJT6J7R4TR	RIFAMPIN
risperdal	risperdal	1	Map		35636	Risperidone	CHEM	Chemicals & Drugs	N0000005949	Risperidone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	L6UH7ZF8HC	RISPERIDONE
ritalin	ritalin	1	Map		6901	Methylphenidate	CHEM	Chemicals & Drugs	N0000005717	Methylphenidate [Chemical/Ingredient]	CHEM	Chemicals & Drugs	4B3SC438HI	METHYLPHENIDATE HYDROCHLORIDE
roaches	roaches	1	Map	Close map	905258	American cockroach allergenic extract	CHEM	Chemicals & Drugs	N0000022508	ALLERGENIC EXTRACT, COCKROACH	CHEM	Chemicals & Drugs	2RQ1L9N089	PERIPLANETA AMERICANA
robaxil	robaxil	1	Map		6845	Methocarbamol	CHEM	Chemicals & Drugs	N0000007365	Methocarbamol [Chemical/Ingredient]	CHEM	Chemicals & Drugs	125OD7737X	METHOCARBAMOL
robinal	robinal	1	Map		4955	Glycopyrrolate	CHEM	Chemicals & Drugs	N0000005922	Glycopyrrolate [Chemical/Ingredient]	CHEM	Chemicals & Drugs	V92SO9WP2I	GLYCOPYRROLATE
robitussin	robitussin	1	Map		5032	Guaifenesin	CHEM	Chemicals & Drugs	N0000006928	Guaifenesin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	495W7451VQ	GUAIFENESIN
Robitussin Cough Calmers	Robitussin Cough Calmers	1	Map		3289	Dextromethorphan	CHEM	Chemicals & Drugs	N0000006161	Dextromethorphan [Chemical/Ingredient]	CHEM	Chemicals & Drugs	7355X3ROTS	DEXTROMETHORPHAN
rocephin	rocephin	2	Map		2193	Ceftriaxone	CHEM	Chemicals & Drugs	N0000005862	Ceftriaxone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	023Z5BR09K	CEFTRIAXONE SODIUM
roecephrin	roecephrin	1	Map		2193	Ceftriaxone	CHEM	Chemicals & Drugs	N0000005862	Ceftriaxone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	75J73V1629	CEFTRIAXONE
romano cheese	romano cheese	1	Text annotation only											
ROOT BEER	ROOT BEER	1	Text annotation only											
roqueforte cheese	roqueforte cheese	1	Text annotation only											
rowasa	rowasa	1	Map		52582	mesalamine	CHEM	Chemicals & Drugs	N0000005766	Mesalamine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	4Q81I59GXC	MESALAMINE
rubber foley catheters	rubber foley catheters	1	Map	Suggest adding text annotation	1314891	Latex	CHEM	Chemicals & Drugs	N0000007394	Latex [Chemical/Ingredient]	CHEM	Chemicals & Drugs	2LQ0UUW8IN	NATURAL LATEX RUBBER
rutuss	rutuss	1	Map		1007825	Belladonna Alkaloids / Chlorpheniramine / Pseudoephedrine	CHEM	Chemicals & Drugs						
Rye	Rye	1	Map	Close map	892638	rye allergenic extract	CHEM	Chemicals & Drugs	N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	0R4AQI398X	RYE
rye wheat	rye	1	Map	Close map	892638	rye allergenic extract	CHEM	Chemicals & Drugs	N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	0R4AQI398X	RYE
rye wheat	wheat	1	Map		1441652	Wheat preparation	CHEM	Chemicals & Drugs	N0000022803	WHEAT	CHEM	Chemicals & Drugs	4J2I0SN84Y	WHEAT
s	s	1	Do not map	Meaning unclear										
saccharine	saccharine	1	Map		9509	Saccharin	CHEM	Chemicals & Drugs	N0000005967	Saccharin [Chemical/Ingredient]	CHEM	Chemicals & Drugs	FST467XS7D	SACCHARIN
salicylates	salicylates	2	Map		9522	salicylate	CHEM	Chemicals & Drugs	N0000006035	Salicylates [Chemical/Ingredient]	CHEM	Chemicals & Drugs	O414PZ4LPZ	SALICYLIC ACID
Saline	Saline	1	Do not map	Not allergy									451W47IQ8X	SODIUM CHLORIDE
salmon	salmon	7	Text annotation only										6122W2M0GB	SALMON, UNSPECIFIED
SAR Pollen	Pollen	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
SAR Pollen	SAR	1	Map						N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders	Z711V88R5F	SARCOSINE
sardines	sardines	1	Text annotation only											
SAUSAGE	SAUSAGE	1	Text annotation only											
scallops	scallops	11	Map	Suggest adding text anotation	899916	scallop allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
schrimp	schrimp	2	Map	Suggest adding text anotation	892592	shrimp allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
scilastin	scilastin	1	Do not map	Meaning unclear										
SCOPALAMINE	SCOPALAMINE	2	Map		9601	Scopolamine	CHEM	Chemicals & Drugs	N0000146728	SCOPOLAMINE	CHEM	Chemicals & Drugs	DL48G20X8X	SCOPOLAMINE
SEA FOOD	SEA FOOD	4	Text annotation only											
Sea Foods, Shell Fish	Sea Foods	1	Text annotation only											
Sea Foods, Shell Fish	Shell Fish	1	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
seabass	seabass	1	Text annotation only										8WM1GUE6CX	SEA BASS, UNSPECIFIED
seafood	seafood	22	Text annotation only											
seafood	seafood	22	Text annotation only											
seafoods	seafoods	1	Text annotation only											
season allergies	season allergies	1	Map						N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders		
seasonal	seasonal	105	Map						N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders		
seasonal allergies	seasonal allergies	16	Map						N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders		
Seasonal allergy	Seasonal allergy	2	Map						N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders		
seasonal- environmental	seasonal- environmental	1	Map						N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders		
seasonal molds dust mites	dust mites	1	Map						N0000171063	Antigens, Dermatophagoides [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
seasonal molds dust mites	molds	1	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
Seasonal-dust grass	grass	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
Seasonal-dust grass	seasonal dust	1	Map	Close map	852519	house dust allergenic extract	CHEM	Chemicals & Drugs	N0000185012	House Dust [Chemical/Ingredient]	CHEM	Chemicals & Drugs	EYO007VX98	HOUSE DUST
seasonings	seasonings	2	Text annotation only											
Seaweed/Kelp	Kelp	1	Map		285155	Kelp preparation	CHEM	Chemicals & Drugs	N0000148138	KELP	CHEM	Chemicals & Drugs		
Seaweed/Kelp	Seaweed	1	Map	Close map	1370783	seaweed extract	CHEM	Chemicals & Drugs					477TV3P5UX	NORI
SECONOL	SECONOL	1	Map		9624	Secobarbital	CHEM	Chemicals & Drugs	N0000006075	Secobarbital [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1P7H87IN75	SECOBARBITAL
sedatives, barbituates	barbituates	1	Map						N0000008016	Barbiturates [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
sedatives, barbituates	sedatives	1	Map						N0000029143	[CN300] SEDATIVES/HYPONTICS	CHEM	Chemicals & Drugs		
seldane	seldane	11	Map		42330	Terfenadine	CHEM	Chemicals & Drugs	N0000007398	Terfenadine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	7BA5G9Y06Q	TERFENADINE
seldene	seldene	2	Map		42330	Terfenadine	CHEM	Chemicals & Drugs	N0000007398	Terfenadine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	7BA5G9Y06Q	TERFENADINE
semetril	semetril	1	Map		620	Amantadine	CHEM	Chemicals & Drugs	N0000006670	Amantadine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	BF4C9Z1J53	AMANTADINE
Sensitive to Adhesive tape	Sensitive to Adhesive tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
Sensitive to inhaled steroids	Sensitive to inhaled steroids	1	Map	Suggest adding text annotation					N0000175576	Corticosteroid [EPC]	CHEM	Chemicals & Drugs		
sensitive to tape	sensitive to tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
sensitivity to narcotics	sensitivity to narcotics	1	Map						N0000029136	[CN101] OPIOID ANALGESICS	CHEM	Chemicals & Drugs		
SEPTRA	SEPTRA	1	Map		10831	Sulfamethoxazole / Trimethoprim	CHEM	Chemicals & Drugs	N0000167190	Trimethoprim, Sulfamethoxazole Drug Combination [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
seroquel	seroquel	3	Map		51272	quetiapine	CHEM	Chemicals & Drugs	N0000022085	QUETIAPINE	CHEM	Chemicals & Drugs	2S3PL1B6UJ	QUETIAPINE FUMARATE
SESAME	SESAME	3	Map	Close map	1358860	Sesame extract	CHEM	Chemicals & Drugs						
sesame s	sesame s	1	Map	Close map	1358860	Sesame extract	CHEM	Chemicals & Drugs						
sesame seed	sesame seed	1	Map	Close map	1310046	sesame seed extract	CHEM	Chemicals & Drugs					7Y1255HVXR	SESAME SEED
Seseme  seed oil	Seseme oil	1	Map		1309247	Sesame Oil	CHEM	Chemicals & Drugs	N0000006968	Sesame Oil [Chemical/Ingredient]	CHEM	Chemicals & Drugs	QX10HYY4QV	SESAME OIL
Seseme  seed oil	Seseme seed	1	Map	Close map	1310046	sesame seed extract	CHEM	Chemicals & Drugs					7Y1255HVXR	SESAME SEED
Sesonal Allergies	Sesonal Allergies	1	Map						N0000171691	Rhinitis, Allergic, Seasonal [Disease/Finding]	DISO	Disorders		
severe anaphylactic rxn in OR	severe anaphylactic rxn in OR	1	Text annotation only											
sgsd	sgsd	1	Do not map	Meaning unclear										
shell fish	shell fish	15	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
shell fish grass molds	grass	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
shell fish grass molds	molds	1	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
shell fish grass molds	shell fish	1	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
shellfish	shellfish	114	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
SHELLFISH, CINNAMON, FRAGRANCE, NICKEL	CINNAMON	1	Map		285245	Cinnamon Preparation	CHEM	Chemicals & Drugs	N0000023415	CINNAMON	CHEM	Chemicals & Drugs	5S29HWU6QB	CINNAMON
SHELLFISH, CINNAMON, FRAGRANCE, NICKEL	FRAGRANCE	1	Map						N0000022705	FRAGRANCE	OBJC	Objects		
SHELLFISH, CINNAMON, FRAGRANCE, NICKEL	NICKEL	1	Map		1311629	nickel	CHEM	Chemicals & Drugs	N0000006488	Nickel [Chemical/Ingredient]	CHEM	Chemicals & Drugs	7OV03QG267	NICKEL
SHELLFISH, CINNAMON, FRAGRANCE, NICKEL	SHELLFISH	1	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
SHELLFISH, IODINE	IODINE	1	Map		5933	Iodine	CHEM	Chemicals & Drugs	N0000007802	Iodine Compounds [Chemical/Ingredient]	CHEM	Chemicals & Drugs	9679TC07X4	IODINE
SHELLFISH, IODINE	SHELLFISH	1	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
shellfish, mold, pollen	mold	1	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
shellfish, mold, pollen	shellfish	1	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
SHELLFISHSWELLING	SHELLFISH	1	Map						N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
shitake mushrooms	shitake mushrooms	1	Map		1362688	Shiitake mushroom preparation	CHEM	Chemicals & Drugs						
shrimp	shrimp	15	Map	Suggest adding text anotation	892592	shrimp allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1891LE191T	SHRIMP, UNSPECIFIED
Shrimp flavor	Shrimp flavor	1	Map	Suggest adding text anotation	892592	shrimp allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1891LE191T	SHRIMP, UNSPECIFIED
shrimp, crab, trout	crab	1	Map	Suggest adding text anotation	892610	crab allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
shrimp, crab, trout	shrimp	1	Map	Suggest adding text anotation	892592	shrimp allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1891LE191T	SHRIMP, UNSPECIFIED
shrimp, crab, trout	trout	1	Text annotation only										7TI7U5PF2U	TROUT, UNSPECIFIED
shrimps	shrimps	1	Map	Suggest adding text anotation	892592	shrimp allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1891LE191T	SHRIMP, UNSPECIFIED
shrooms	shrooms	1	Map	Close map	1311817	cultivated mushroom extract	CHEM	Chemicals & Drugs					54C8E6W6JY	CULTIVATED MUSHROOM
silicon	silicon	1	Map		9778	Silicones	CHEM	Chemicals & Drugs	N0000006168	Silicones [Chemical/Ingredient]	CHEM	Chemicals & Drugs	Z4152N8IUI	SILICON
SILK	SILK	1	Map		314455	silk allergenic extract	CHEM	Chemicals & Drugs	N0000006238	Silk [Chemical/Ingredient]	CHEM	Chemicals & Drugs	6LK42KUV6W	BOMBYX MORI FIBER
silk tape	silk tape	7	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
Silk Tape, cloth tape	cloth tape	1	Agree											
Silk Tape, cloth tape	Silk Tape	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
silver	silver	1	Map						N0000010175	Silver [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3M4G523W1G	SILVER
silver sulfamide	silver sulfamide	1	Map		9793	silver sulfadiazine	CHEM	Chemicals & Drugs	N0000006194	Silver Sulfadiazine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	W46JY43EJR	SILVER SULFADIAZINE
Singulair	Singulair	1	Map		115713	montelukast sodium	CHEM	Chemicals & Drugs	N0000007118	montelukast [Chemical/Ingredient]	CHEM	Chemicals & Drugs	U1O3J18SFL	MONTELUKAST SODIUM
singular	singular	1	Map		115713	montelukast sodium	CHEM	Chemicals & Drugs	N0000007118	montelukast [Chemical/Ingredient]	CHEM	Chemicals & Drugs	U1O3J18SFL	MONTELUKAST SODIUM
skelaxia	skelaxia	1	Map		59078	metaxalone	CHEM	Chemicals & Drugs	N0000006436	metaxalone [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1NMA9J598Y	METAXALONE
skin creams	skin creams	1	Map	Close match					N0000135693	Cream [Dose Form]	CHEM	Chemicals & Drugs	463JZS0XJ3	COW MILK FAT
skin pressure	skin pressure	1	Do not map	Not allergy										
sleeping pills	sleeping pills	1	Map	Suggest adding text annotation					N0000029143	[CN300] SEDATIVES/HYPONTICS	CHEM	Chemicals & Drugs		
small pox vaccine	small pox vaccine	2	Map		9835	Smallpox Vaccine	CHEM	Chemicals & Drugs	N0000010563	Smallpox Vaccine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	4SV59689SK	VACCINIA VIRUS STRAIN NEW YORK CITY BOARD OF HEALTH LIVE ANTIGEN
Smoke	Smoke	2	Text annotation only	Close match										
smoke sun mold grass cat hair and dander	cat hair and dander	1	Map	Suggest adding text annotation					N0000184998	Dander [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
smoke sun mold grass cat hair and dander	grass	1	Map						N0000185000	Pollen [Chemical/Ingredient]	CHEM	Chemicals & Drugs	3729L8MA2C	BEE POLLEN
smoke sun mold grass cat hair and dander	mold	1	Map	Close map	235618	Mold Extract	CHEM	Chemicals & Drugs	N0000147229	ALLERGENIC EXTRACT, MOLD	CHEM	Chemicals & Drugs		
smoke sun mold grass cat hair and dander	smoke	1	Text annotation only											
smz-tmp	smz-tmp	1	Map		10831	Sulfamethoxazole / Trimethoprim	CHEM	Chemicals & Drugs	N0000167190	Trimethoprim, Sulfamethoxazole Drug Combination [Chemical/Ingredient]	CHEM	Chemicals & Drugs		
soap	soap	2	Map						N0000022760	SOAP	OBJC	Objects		
SOAP.SHAMPOO, MAKEUP[	MAKEUP	1	Text annotation only											
SOAP.SHAMPOO, MAKEUP[	SHAMPOO	1	Map						N0000021969	SHAMPOO	OBJC	Objects		
SOAP.SHAMPOO, MAKEUP[	SOAP	1	Map						N0000022760	SOAP	OBJC	Objects		
Soaps	Soaps	1	Map						N0000022760	SOAP	OBJC	Objects		
socal	socal	1	Do not map	Meaning unclear										
sodium chloride	sodium chloride	1	Text annotation only	Not allergy									451W47IQ8X	SODIUM CHLORIDE
sodium penathol	sodium penathol	3	Map		10493	Thiopental	CHEM	Chemicals & Drugs	N0000007263	Thiopental [Chemical/Ingredient]	CHEM	Chemicals & Drugs	JI8Z5M7NA3	THIOPENTAL
sodium penathoyl	sodium penathoyl	1	Map		10493	Thiopental	CHEM	Chemicals & Drugs	N0000007263	Thiopental [Chemical/Ingredient]	CHEM	Chemicals & Drugs	JI8Z5M7NA3	THIOPENTAL
sodium penethal	sodium penethal	1	Map		10493	Thiopental	CHEM	Chemicals & Drugs	N0000007263	Thiopental [Chemical/Ingredient]	CHEM	Chemicals & Drugs	JI8Z5M7NA3	THIOPENTAL
sodium pentathal	sodium pentathal	1	Map		10493	Thiopental	CHEM	Chemicals & Drugs	N0000007263	Thiopental [Chemical/Ingredient]	CHEM	Chemicals & Drugs	JI8Z5M7NA3	THIOPENTAL
sodium pentathol	sodium pentathol	4	Map		10493	Thiopental	CHEM	Chemicals & Drugs	N0000007263	Thiopental [Chemical/Ingredient]	CHEM	Chemicals & Drugs	JI8Z5M7NA3	THIOPENTAL
sodium pentothal	sodium pentothal	4	Map		10493	Thiopental	CHEM	Chemicals & Drugs	N0000007263	Thiopental [Chemical/Ingredient]	CHEM	Chemicals & Drugs	49Y44QZL70	THIOPENTAL SODIUM
soft shell crab	soft shell crab	2	Map	Suggest adding text annotation	892610	crab allergenic extract	CHEM	Chemicals & Drugs	N0000185020	Shellfish Proteins [Chemical/Ingredient]	CHEM	Chemicals & Drugs	1G4F72G3PH	SHELLFISH, UNSPECIFIED
some adhesives	some adhesives	1	Map	Suggest adding text annotation					N0000184183	ELASTIC ADHESIVE	CHEM	Chemicals & Drugs		
some antibiotic	some antibiotic	2	Map	Suggest adding text annotation					N0000029074	[AM000] ANTIMICROBIALS	CHEM	Chemicals & Drugs		
soy	soy	3	Map		891668	soybean allergenic extract	CHEM	Chemicals & Drugs	N0000148233	SOYBEAN	CHEM	Chemicals & Drugs	L7HT8F1ZOD	SOYBEAN
Soy MILK	Soy MILK	1	Map		891668	soybean allergenic extract	CHEM	Chemicals & Drugs	N0000148233	SOYBEAN	CHEM	Chemicals & Drugs	L7HT8F1ZOD	SOYBEAN
soy sauce	soy sauce	1	Map		891668	soybean allergenic extract	CHEM	Chemicals & Drugs	N0000148233	SOYBEAN	CHEM	Chemicals & Drugs	L7HT8F1ZOD	SOYBEAN
soy,carrot,beans, potatoes	beans	1	Map	Close map	1370773	Bean extract	CHEM	Chemicals & Drugs					8WB9PV3YW5	BEAN
soy,carrot,beans, potatoes	carrot	1	Agree										L56Z1JK48B	CARROT
soy,carrot,beans, potatoes	potatoes	1	Map	Close map	892632	potato allergenic extract	CHEM	Chemicals & Drugs					CFE1S8DYWD	POTATO
soy,carrot,beans, potatoes	soy	1	Map		891668	soybean allergenic extract	CHEM	Chemicals & Drugs	N0000148233	SOYBEAN	CHEM	Chemicals & Drugs	L7HT8F1ZOD	SOYBEAN
soybeans	soybeans	1	Map		891668	soybean allergenic extract	CHEM	Chemicals & Drugs	N0000148233	SOYBEAN	CHEM	Chemicals & Drugs	L7HT8F1ZOD	SOYBEAN
sparine	sparine	1	Map		8742	Promazine	CHEM	Chemicals & Drugs	N0000006005	Promazine [Chemical/Ingredient]	CHEM	Chemicals & Drugs	U16EOR79U4	PROMAZINE HYDROCHLORIDE
